,episode_name,tv_show_name,imdb_ratings,runtime_in_mins,director,season
1582,Wrath of the Villains: A Dead Man Feels No Cold,Gotham,8.4,43,Eagle Egilsson,Season 2 | Episode 13
1583,Wrath of the Villains: This Ball of Mud and Meanness,Gotham,8.6,44,John Behring,Season 2 | Episode 14
1584,Wrath of the Villains: Mad Grey Dawn,Gotham,8.7,44,Nick Copus,Season 2 | Episode 15
1585,Wrath of the Villains: Prisoners,Gotham,8.5,44,Scott White,Season 2 | Episode 16
1586,Wrath of the Villains: Into the Woods,Gotham,9.2,44,Oz Scott,Season 2 | Episode 17
1587,Wrath of the Villains: Pinewood,Gotham,8.5,42,John Stephens,Season 2 | Episode 18
1588,Wrath of the Villains: Azrael,Gotham,8.7,43,Larysa Kondracki,Season 2 | Episode 19
1589,Wrath of the Villains: Unleashed,Gotham,8.8,43,Paul A. Edwards,Season 2 | Episode 20
1590,Wrath of the Villains: A Legion of Horribles,Gotham,8.4,42,Rob Bailey,Season 2 | Episode 21
1591,Wrath of the Villains: Transference,Gotham,8.3,44,Eagle Egilsson,Season 2 | Episode 22
1592,Mad City: Better to Reign in Hell,Gotham,8.1,44,Danny Cannon,Season 3 | Episode 1
1593,Mad City: Burn the Witch,Gotham,8.1,43,Danny Cannon,Season 3 | Episode 2
1594,Mad City: Look Into My Eyes,Gotham,8.2,44,Rob Bailey,Season 3 | Episode 3
1595,Mad City: New Day Rising,Gotham,8.2,44,Eagle Egilsson,Season 3 | Episode 4
1596,Mad City: Anything for You,Gotham,8.4,43,T.J. Scott,Season 3 | Episode 5
1597,Mad City: Follow the White Rabbit,Gotham,8.2,42,Nathan Hope,Season 3 | Episode 6
1598,Mad City: Red Queen,Gotham,8.1,44,Scott White,Season 3 | Episode 7
1599,Mad City: Blood Rush,Gotham,8.2,43,Rob Bailey,Season 3 | Episode 8
1600,Mad City: The Executioner,Gotham,8.2,43,John Behring,Season 3 | Episode 9
1601,Mad City: Time Bomb,Gotham,8.2,43,Hanelle M. Culpepper,Season 3 | Episode 10
1602,Mad City: Beware the Green-Eyed Monster,Gotham,8.8,44,Danny Cannon,Season 3 | Episode 11
1603,Mad City: Ghosts,Gotham,8.2,42,Eagle Egilsson,Season 3 | Episode 12
1604,Mad City: Smile Like You Mean It,Gotham,8.9,42,Olatunde Osunsanmi,Season 3 | Episode 13
1605,Mad City: The Gentle Art of Making Enemies,Gotham,9.2,43,Louis Shaw Milito,Season 3 | Episode 14
1606,Heroes Rise: How the Riddler Got His Name,Gotham,8.3,43,T.J. Scott,Season 3 | Episode 15
1607,Heroes Rise: These Delicate and Dark Obsessions,Gotham,8.3,42,Ben McKenzie,Season 3 | Episode 16
1608,Heroes Rise: The Primal Riddle,Gotham,8.5,43,Maja Vrvilo,Season 3 | Episode 17
1609,Heroes Rise: Light the Wick,Gotham,8.1,43,Mark Tonderai,Season 3 | Episode 18
1610,Heroes Rise: All Will Be Judged,Gotham,8.3,43,John Behring,Season 3 | Episode 19
1611,Heroes Rise: Pretty Hate Machine,Gotham,8.7,43,Danny Cannon,Season 3 | Episode 20
1612,Heroes Rise: Destiny Calling,Gotham,8.7,42,Nathan Hope,Season 3 | Episode 21
1613,Heroes Rise: Heavydirtysoul,Gotham,9.2,42,Rob Bailey,Season 3 | Episode 22
1614,A Dark Knight: Pax Penguina,Gotham,8.6,42,Danny Cannon,Season 4 | Episode 1
1615,A Dark Knight: The Fear Reaper,Gotham,8.3,43,Louis Shaw Milito,Season 4 | Episode 2
1616,A Dark Knight: They Who Hide Behind Masks,Gotham,8.4,43,Mark Tonderai,Season 4 | Episode 3
1617,A Dark Knight: The Demon's Head,Gotham,8.4,43,Kenneth Fink,Season 4 | Episode 4
1618,A Dark Knight: The Blade's Path,Gotham,8.4,43,Scott White,Season 4 | Episode 5
1619,A Dark Knight: Hog Day Afternoon,Gotham,8.2,43,Mark Tonderai,Season 4 | Episode 6
1620,A Dark Knight: A Day in the Narrows,Gotham,8.6,43,John Behring,Season 4 | Episode 7
1621,A Dark Knight: Stop Hitting Yourself,Gotham,8.5,43,Rob Bailey,Season 4 | Episode 8
1622,A Dark Knight: Let Them Eat Pie,Gotham,8.7,43,Nathan Hope,Season 4 | Episode 9
1623,A Dark Knight: Things That Go Boom,Gotham,8.7,43,Louis Shaw Milito,Season 4 | Episode 10
1624,A Dark Knight: Queen Takes Knight,Gotham,9.0,41,Danny Cannon,Season 4 | Episode 11
1625,A Dark Knight: Pieces of a Broken Mirror,Gotham,8.2,43,Hanelle M. Culpepper,Season 4 | Episode 12
1626,A Dark Knight: A Beautiful Darkness,Gotham,8.5,43,John Stephens,Season 4 | Episode 13
1627,A Dark Knight: Reunion,Gotham,8.5,43,Annabelle K. Frost,Season 4 | Episode 14
1628,A Dark Knight: The Sinking Ship the Grand Applause,Gotham,9.0,43,Nick Copus,Season 4 | Episode 15
1629,A Dark Knight: One of My Three Soups,Gotham,8.7,43,Ben McKenzie,Season 4 | Episode 16
1630,A Dark Knight: Mandatory Brunch Meeting,Gotham,8.7,43,Maja Vrvilo,Season 4 | Episode 17
1631,A Dark Knight: That's Entertainment,Gotham,9.0,43,Nick Copus,Season 4 | Episode 18
1632,A Dark Knight: To Our Deaths and Beyond,Gotham,8.3,43,Scott White,Season 4 | Episode 19
1633,A Dark Knight: That Old Corpse,Gotham,8.9,43,Louis Shaw Milito,Season 4 | Episode 20
1634,A Dark Knight: One Bad Day,Gotham,9.1,43,Rob Bailey,Season 4 | Episode 21
1635,A Dark Knight: No Man's Land,Gotham,9.3,43,Nathan Hope,Season 4 | Episode 22
1636,Legend of the Dark Knight: Year Zero,Gotham,8.9,44,Danny Cannon,Season 5 | Episode 1
1637,Legend of the Dark Knight: Trespassers,Gotham,8.5,44,Louis Shaw Milito,Season 5 | Episode 2
1638,"Legend of the Dark Knight: Penguin, Our Hero",Gotham,8.7,44,Rob Bailey,Season 5 | Episode 3
1639,Legend of the Dark Knight: Ruin,Gotham,8.7,44,Nathan Hope,Season 5 | Episode 4
1640,Legend of the Dark Knight: Pena Dura,Gotham,NA,42,Mark Tonderai,Season 5 | Episode 5
1641,Legend of the Dark Knight: 13 Stitches,Gotham,NA,42,Bruno Heller,Season 5 | Episode 6
1642,Episode #5.7,Gotham,NA,42,John Stephens,Season 5 | Episode 7
1643,Legend of the Dark Knight: I Am Bane,Gotham,NA,42,Kenneth Fink,Season 5 | Episode 8
1644,Legend of the Dark Knight: They Did What?,Gotham,NA,42,Carol Banker,Season 5 | Episode 9
1645,Episode #5.10,Gotham,NA,42,Bruno Heller,Season 5 | Episode 10
1646,Episode #5.11,Gotham,NA,42,Bruno Heller,Season 5 | Episode 11
1647,Legend of the Dark Knight: Batman,Gotham,NA,42,Erin Richards,Season 5 | Episode 12
1648,Days Gone Bye,The Walking Dead,9.2,17,Frank Darabont,Season 1 | Episode 1
1649,Guts,The Walking Dead,8.7,45,Michelle MacLaren,Season 1 | Episode 2
1650,Tell It to the Frogs,The Walking Dead,8.3,44,Gwyneth Horder-Payton,Season 1 | Episode 3
1651,Vatos,The Walking Dead,8.6,45,Johan Renck,Season 1 | Episode 4
1652,Wildfire,The Walking Dead,8.3,45,Ernest R. Dickerson,Season 1 | Episode 5
1653,TS-19,The Walking Dead,8.7,45,Guy Ferland,Season 1 | Episode 6
1654,What Lies Ahead,The Walking Dead,8.6,18,Ernest R. Dickerson,Season 2 | Episode 1
1655,Bloodletting,The Walking Dead,8.1,41,Ernest R. Dickerson,Season 2 | Episode 2
1656,Save the Last One,The Walking Dead,8.4,42,Phil Abraham,Season 2 | Episode 3
1657,Cherokee Rose,The Walking Dead,7.7,42,Billy Gierhart,Season 2 | Episode 4
1658,Chupacabra,The Walking Dead,8.1,43,Guy Ferland,Season 2 | Episode 5
1659,Secrets,The Walking Dead,7.8,43,David Boyd,Season 2 | Episode 6
1660,Pretty Much Dead Already,The Walking Dead,9.2,43,Michelle MacLaren,Season 2 | Episode 7
1661,Nebraska,The Walking Dead,8.4,43,Clark Johnson,Season 2 | Episode 8
1662,Triggerfinger,The Walking Dead,8.4,43,Billy Gierhart,Season 2 | Episode 9
1663,18 Miles Out,The Walking Dead,8.6,43,Ernest R. Dickerson,Season 2 | Episode 10
1664,"Judge, Jury, Executioner",The Walking Dead,8.6,43,Greg Nicotero,Season 2 | Episode 11
1665,Better Angels,The Walking Dead,8.9,43,Guy Ferland,Season 2 | Episode 12
1666,Beside the Dying Fire,The Walking Dead,9.1,42,Ernest R. Dickerson,Season 2 | Episode 13
1667,Seed,The Walking Dead,8.8,43,Ernest R. Dickerson,Season 3 | Episode 1
1668,Sick,The Walking Dead,8.7,43,Billy Gierhart,Season 3 | Episode 2
1669,Walk with Me,The Walking Dead,8.3,43,Guy Ferland,Season 3 | Episode 3
1670,Killer Within,The Walking Dead,9.2,43,Guy Ferland,Season 3 | Episode 4
1671,Say the Word,The Walking Dead,8.3,43,Greg Nicotero,Season 3 | Episode 5
1672,Hounded,The Walking Dead,8.4,43,Daniel Attias,Season 3 | Episode 6
1673,When the Dead Come Knocking,The Walking Dead,8.7,43,Daniel Sackheim,Season 3 | Episode 7
1674,Made to Suffer,The Walking Dead,8.8,43,Billy Gierhart,Season 3 | Episode 8
1675,The Suicide King,The Walking Dead,8.2,43,Lesli Linka Glatter,Season 3 | Episode 9
1676,Home,The Walking Dead,8.7,43,Seith Mann,Season 3 | Episode 10
1677,I Ain't a Judas,The Walking Dead,7.9,42,Greg Nicotero,Season 3 | Episode 11
1678,Clear,The Walking Dead,8.7,43,Tricia Brock,Season 3 | Episode 12
1679,Arrow on the Doorpost,The Walking Dead,7.8,43,David Boyd,Season 3 | Episode 13
1680,Prey,The Walking Dead,8.0,43,Stefan Schwartz,Season 3 | Episode 14
1681,This Sorrowful Life,The Walking Dead,8.7,43,Greg Nicotero,Season 3 | Episode 15
1682,Welcome to the Tombs,The Walking Dead,8.3,43,Ernest R. Dickerson,Season 3 | Episode 16
1683,30 Days Without an Accident,The Walking Dead,8.3,43,Greg Nicotero,Season 4 | Episode 1
1684,Infected,The Walking Dead,8.5,43,Guy Ferland,Season 4 | Episode 2
1685,Isolation,The Walking Dead,8.1,42,Daniel Sackheim,Season 4 | Episode 3
1686,Indifference,The Walking Dead,8.1,42,Tricia Brock,Season 4 | Episode 4
1687,Internment,The Walking Dead,8.7,42,David Boyd,Season 4 | Episode 5
1688,Live Bait,The Walking Dead,7.9,42,Michael Uppendahl,Season 4 | Episode 6
1689,Dead Weight,The Walking Dead,7.9,42,Jeremy Podeswa,Season 4 | Episode 7
1690,Too Far Gone,The Walking Dead,9.6,43,Ernest R. Dickerson,Season 4 | Episode 8
1691,After,The Walking Dead,8.2,42,Greg Nicotero,Season 4 | Episode 9
1692,Inmates,The Walking Dead,8.3,42,Tricia Brock,Season 4 | Episode 10
1693,Claimed,The Walking Dead,8.3,42,Seith Mann,Season 4 | Episode 11
1694,Still,The Walking Dead,7.2,42,Julius Ramsay,Season 4 | Episode 12
1695,Alone,The Walking Dead,8.1,42,Ernest R. Dickerson,Season 4 | Episode 13
1696,The Grove,The Walking Dead,9.0,42,Michael E. Satrazemis,Season 4 | Episode 14
1697,Us,The Walking Dead,8.5,42,Greg Nicotero,Season 4 | Episode 15
1698,A,The Walking Dead,9.0,42,Michelle MacLaren,Season 4 | Episode 16
1699,No Sanctuary,The Walking Dead,9.5,42,Greg Nicotero,Season 5 | Episode 1
1700,Strangers,The Walking Dead,8.6,42,David Boyd,Season 5 | Episode 2
1701,Four Walls and a Roof,The Walking Dead,8.9,42,Jeffrey F. January,Season 5 | Episode 3
1702,Slabtown,The Walking Dead,7.6,42,Michael E. Satrazemis,Season 5 | Episode 4
1703,Self Help,The Walking Dead,8.0,42,Ernest R. Dickerson,Season 5 | Episode 5
1704,Consumed,The Walking Dead,8.2,42,Seith Mann,Season 5 | Episode 6
1705,Crossed,The Walking Dead,8.0,42,Billy Gierhart,Season 5 | Episode 7
1706,Coda,The Walking Dead,8.7,42,Ernest R. Dickerson,Season 5 | Episode 8
1707,What Happened and What's Going On,The Walking Dead,8.0,42,Greg Nicotero,Season 5 | Episode 9
1708,Them,The Walking Dead,7.6,43,Julius Ramsay,Season 5 | Episode 10
1709,The Distance,The Walking Dead,8.6,42,Larysa Kondracki,Season 5 | Episode 11
1710,Remember,The Walking Dead,8.7,42,Greg Nicotero,Season 5 | Episode 12
1711,Forget,The Walking Dead,8.0,42,David Boyd,Season 5 | Episode 13
1712,Spend,The Walking Dead,8.8,42,Jennifer Lynch,Season 5 | Episode 14
1713,Try,The Walking Dead,8.6,42,Michael E. Satrazemis,Season 5 | Episode 15
1714,Conquer,The Walking Dead,9.2,15,Greg Nicotero,Season 5 | Episode 16
1715,First Time Again,The Walking Dead,8.7,15,Greg Nicotero,Season 6 | Episode 1
1716,JSS,The Walking Dead,9.2,44,Jennifer Lynch,Season 6 | Episode 2
1717,Thank You,The Walking Dead,9.2,43,Michael Slovis,Season 6 | Episode 3
1718,Here's Not Here,The Walking Dead,8.3,12,Stephen Williams,Season 6 | Episode 4
1719,Now,The Walking Dead,7.4,43,Avi Youabian,Season 6 | Episode 5
1720,Always Accountable,The Walking Dead,7.8,43,Jeffrey F. January,Season 6 | Episode 6
1721,Heads Up,The Walking Dead,8.2,43,David Boyd,Season 6 | Episode 7
1722,Start to Finish,The Walking Dead,8.1,44,Michael E. Satrazemis,Season 6 | Episode 8
1723,No Way Out,The Walking Dead,9.6,43,Greg Nicotero,Season 6 | Episode 9
1724,The Next World,The Walking Dead,8.5,42,Kari Skogland,Season 6 | Episode 10
1725,Knots Untie,The Walking Dead,8.3,43,Michael E. Satrazemis,Season 6 | Episode 11
1726,Not Tomorrow Yet,The Walking Dead,8.8,43,Greg Nicotero,Season 6 | Episode 12
1727,The Same Boat,The Walking Dead,8.7,42,Billy Gierhart,Season 6 | Episode 13
1728,Twice as Far,The Walking Dead,8.1,43,Alrick Riley,Season 6 | Episode 14
1729,East,The Walking Dead,8.0,42,Michael E. Satrazemis,Season 6 | Episode 15
1730,Last Day on Earth,The Walking Dead,6.4,15,Greg Nicotero,Season 6 | Episode 16
1731,The Day Will Come When You Won't Be,The Walking Dead,9.0,46,Greg Nicotero,Season 7 | Episode 1
1732,The Well,The Walking Dead,7.2,46,Greg Nicotero,Season 7 | Episode 2
1733,The Cell,The Walking Dead,7.5,42,Alrick Riley,Season 7 | Episode 3
1734,Service,The Walking Dead,7.6,1,David Boyd,Season 7 | Episode 4
1735,Go Getters,The Walking Dead,6.9,44,Darnell Martin,Season 7 | Episode 5
1736,Swear,The Walking Dead,5.7,49,Michael E. Satrazemis,Season 7 | Episode 6
1737,Sing Me a Song,The Walking Dead,8.0,12,Rosemary Rodriguez,Season 7 | Episode 7
1738,Hearts Still Beating,The Walking Dead,8.6,1,Michael E. Satrazemis,Season 7 | Episode 8
1739,Rock in the Road,The Walking Dead,8.1,51,Greg Nicotero,Season 7 | Episode 9
1740,New Best Friends,The Walking Dead,7.4,46,Jeffrey F. January,Season 7 | Episode 10
1741,Hostiles and Calamities,The Walking Dead,7.3,49,Kari Skogland,Season 7 | Episode 11
1742,Say Yes,The Walking Dead,7.0,43,Greg Nicotero,Season 7 | Episode 12
1743,Bury Me Here,The Walking Dead,7.6,47,Alrick Riley,Season 7 | Episode 13
1744,The Other Side,The Walking Dead,6.6,46,Michael E. Satrazemis,Season 7 | Episode 14
1745,Something They Need,The Walking Dead,7.6,43,Michael Slovis,Season 7 | Episode 15
1746,The First Day of the Rest of Your Life,The Walking Dead,7.6,1,Greg Nicotero,Season 7 | Episode 16
1747,Mercy,The Walking Dead,6.8,47,Greg Nicotero,Season 8 | Episode 1
1748,The Damned,The Walking Dead,6.7,41,Rosemary Rodriguez,Season 8 | Episode 2
1749,Monsters,The Walking Dead,6.3,41,Greg Nicotero,Season 8 | Episode 3
1750,Some Guy,The Walking Dead,6.8,41,Dan Liu,Season 8 | Episode 4
1751,The Big Scary U,The Walking Dead,7.3,51,Michael E. Satrazemis,Season 8 | Episode 5
1752,"The King, the Widow and Rick",The Walking Dead,6.1,45,John Polson,Season 8 | Episode 6
1753,Time for After,The Walking Dead,6.5,44,Larry Teng,Season 8 | Episode 7
1754,How It's Gotta Be,The Walking Dead,6.7,12,Michael E. Satrazemis,Season 8 | Episode 8
1755,Honor,The Walking Dead,6.8,56,Greg Nicotero,Season 8 | Episode 9
1756,The Lost and the Plunderers,The Walking Dead,7.8,44,David Boyd,Season 8 | Episode 10
1757,Dead or Alive Or,The Walking Dead,7.1,45,Michael E. Satrazemis,Season 8 | Episode 11
1758,The Key,The Walking Dead,8.1,46,Greg Nicotero,Season 8 | Episode 12
1759,Do Not Send Us Astray,The Walking Dead,7.3,42,Jeffrey F. January,Season 8 | Episode 13
1760,Still Gotta Mean Something,The Walking Dead,7.4,51,Michael E. Satrazemis,Season 8 | Episode 14
1761,Worth,The Walking Dead,7.9,51,Michael Slovis,Season 8 | Episode 15
1762,Wrath,The Walking Dead,7.5,48,Greg Nicotero,Season 8 | Episode 16
1763,A New Beginning,The Walking Dead,7.3,58,Greg Nicotero,Season 9 | Episode 1
1764,The Bridge,The Walking Dead,7.7,45,Daisy von Scherler Mayer,Season 9 | Episode 2
1765,Warning Signs,The Walking Dead,7.7,45,Dan Liu,Season 9 | Episode 3
1766,The Obliged,The Walking Dead,7.9,44,Rosemary Rodriguez,Season 9 | Episode 4
1767,What Comes After,The Walking Dead,9.0,45,Greg Nicotero,Season 9 | Episode 5
1768,Who Are You Now?,The Walking Dead,7.8,54,Larry Teng,Season 9 | Episode 6
1769,Stradivarius,The Walking Dead,7.1,43,Michael Cudlitz,Season 9 | Episode 7
1770,Evolution,The Walking Dead,8.9,44,Michael E. Satrazemis,Season 9 | Episode 8
1771,Adaptation,The Walking Dead,NA,44,Greg Nicotero,Season 9 | Episode 9
1772,Episode #9.10,The Walking Dead,NA,44,Michael E. Satrazemis,Season 9 | Episode 10
1773,Episode #9.11,The Walking Dead,NA,44,Meera Menon,Season 9 | Episode 11
1774,Episode #9.12,The Walking Dead,NA,44,Greg Nicotero,Season 9 | Episode 12
1775,Episode #9.13,The Walking Dead,NA,44,Norman Reedus,Season 9 | Episode 13
1776,Episode #9.14,The Walking Dead,NA,44,Millicent Shelton,Season 9 | Episode 14
1777,Episode #9.15,The Walking Dead,NA,44,Jeffrey F. January,Season 9 | Episode 15
1778,Episode #9.16,The Walking Dead,NA,44,Greg Nicotero,Season 9 | Episode 16
1779,Pilot,The Office,7.6,23,Ken Kwapis,Season 1 | Episode 1
1780,Diversity Day,The Office,8.3,23,Ken Kwapis,Season 1 | Episode 2
1781,Health Care,The Office,7.9,22,Ken Whittingham,Season 1 | Episode 3
1782,The Alliance,The Office,8.2,23,Bryan Gordon,Season 1 | Episode 4
1783,Basketball,The Office,8.4,23,Greg Daniels,Season 1 | Episode 5
1784,Hot Girl,The Office,7.8,23,Amy Heckerling,Season 1 | Episode 6
1785,The Dundies,The Office,8.7,21,Greg Daniels,Season 2 | Episode 1
1786,Sexual Harassment,The Office,8.2,22,Ken Kwapis,Season 2 | Episode 2
1787,Office Olympics,The Office,8.4,22,Paul Feig,Season 2 | Episode 3
1788,The Fire,The Office,8.4,22,Ken Kwapis,Season 2 | Episode 4
1789,Halloween,The Office,8.2,30,Paul Feig,Season 2 | Episode 5
1790,The Fight,The Office,8.2,22,Ken Kwapis,Season 2 | Episode 6
1791,The Client,The Office,8.6,22,Greg Daniels,Season 2 | Episode 7
1792,Performance Review,The Office,8.2,22,Paul Feig,Season 2 | Episode 8
1793,E-Mail Surveillance,The Office,8.4,23,Paul Feig,Season 2 | Episode 9
1794,Christmas Party,The Office,8.8,22,Charles McDougall,Season 2 | Episode 10
1795,Booze Cruise,The Office,8.6,22,Ken Kwapis,Season 2 | Episode 11
1796,The Injury,The Office,9.0,22,Bryan Gordon,Season 2 | Episode 12
1797,The Secret,The Office,8.3,22,Dennie Gordon,Season 2 | Episode 13
1798,The Carpet,The Office,7.9,22,Victor Nelli Jr.,Season 2 | Episode 14
1799,Boys and Girls,The Office,8.2,22,Dennie Gordon,Season 2 | Episode 15
1800,Valentine's Day,The Office,8.3,22,Greg Daniels,Season 2 | Episode 16
1801,Dwight's Speech,The Office,8.4,22,Charles McDougall,Season 2 | Episode 17
1802,Take Your Daughter to Work Day,The Office,8.3,21,Victor Nelli Jr.,Season 2 | Episode 18
1803,Michael's Birthday,The Office,8.1,22,Ken Whittingham,Season 2 | Episode 19
1804,Drug Testing,The Office,8.4,22,Greg Daniels,Season 2 | Episode 20
1805,Conflict Resolution,The Office,8.7,22,Charles McDougall,Season 2 | Episode 21
1806,Casino Night,The Office,9.2,29,Ken Kwapis,Season 2 | Episode 22
1807,Gay Witch Hunt,The Office,8.9,23,Ken Kwapis,Season 3 | Episode 1
1808,The Convention,The Office,8.2,22,Ken Whittingham,Season 3 | Episode 2
1809,The Coup,The Office,8.5,22,Greg Daniels,Season 3 | Episode 3
1810,Grief Counseling,The Office,8.0,22,Roger Nygard,Season 3 | Episode 4
1811,Initiation,The Office,8.2,22,Randall Einhorn,Season 3 | Episode 5
1812,Diwali,The Office,8.0,22,Miguel Arteta,Season 3 | Episode 6
1813,Branch Closing,The Office,8.5,31,Tucker Gates,Season 3 | Episode 7
1814,The Merger,The Office,8.7,30,Ken Whittingham,Season 3 | Episode 8
1815,The Convict,The Office,8.2,30,Jeffrey Blitz,Season 3 | Episode 9
1816,A Benihana Christmas,The Office,8.7,42,Harold Ramis,Season 3 | Episode 10
1817,Back from Vacation,The Office,8.5,21,Julian Farino,Season 3 | Episode 11
1818,Traveling Salesmen,The Office,8.6,22,Greg Daniels,Season 3 | Episode 12
1819,The Return,The Office,8.8,28,Greg Daniels,Season 3 | Episode 13
1820,Ben Franklin,The Office,8.2,21,Randall Einhorn,Season 3 | Episode 14
1821,Phyllis' Wedding,The Office,8.3,21,Ken Whittingham,Season 3 | Episode 15
1822,Business School,The Office,8.8,22,Joss Whedon,Season 3 | Episode 16
1823,Cocktails,The Office,8.5,21,J.J. Abrams,Season 3 | Episode 17
1824,The Negotiation,The Office,8.9,30,Jeffrey Blitz,Season 3 | Episode 18
1825,Safety Training,The Office,8.8,21,Harold Ramis,Season 3 | Episode 19
1826,Product Recall,The Office,8.8,21,Randall Einhorn,Season 3 | Episode 20
1827,Women's Appreciation,The Office,8.8,29,Tucker Gates,Season 3 | Episode 21
1828,Beach Games,The Office,9.1,28,Harold Ramis,Season 3 | Episode 22
1829,The Job,The Office,9.3,1,Ken Kwapis,Season 3 | Episode 23
1830,Fun Run,The Office,8.8,42,Greg Daniels,Season 4 | Episode 1
1831,Dunder Mifflin Infinity,The Office,8.4,42,Craig Zisk,Season 4 | Episode 2
1832,Launch Party,The Office,8.5,42,Ken Whittingham,Season 4 | Episode 3
1833,Money,The Office,8.7,42,Paul Lieberstein,Season 4 | Episode 4
1834,Local Ad,The Office,8.8,22,Jason Reitman,Season 4 | Episode 5
1835,Branch Wars,The Office,8.5,30,Joss Whedon,Season 4 | Episode 6
1836,Survivor Man,The Office,8.3,30,Paul Feig,Season 4 | Episode 7
1837,The Deposition,The Office,8.7,30,Julian Farino,Season 4 | Episode 8
1838,Dinner Party,The Office,9.3,30,Paul Feig,Season 4 | Episode 9
1839,Chair Model,The Office,8.2,30,Jeffrey Blitz,Season 4 | Episode 10
1840,Night Out,The Office,8.7,21,Ken Whittingham,Season 4 | Episode 11
1841,Did I Stutter?,The Office,8.4,22,Randall Einhorn,Season 4 | Episode 12
1842,Job Fair,The Office,8.0,30,Tucker Gates,Season 4 | Episode 13
1843,"Goodbye, Toby",The Office,9.3,42,Paul Feig,Season 4 | Episode 14
1844,Weight Loss,The Office,8.8,43,Paul Feig,Season 5 | Episode 1
1845,Business Ethics,The Office,8.4,22,Jeffrey Blitz,Season 5 | Episode 2
1846,Baby Shower,The Office,8.1,22,Greg Daniels,Season 5 | Episode 3
1847,Crime Aid,The Office,8.2,30,Jennifer Celotta,Season 5 | Episode 4
